	ensembl_gene_id	external_gene_id
30061	ENSMUSG00000018774	Cd68
30062	ENSMUSG00000070683	Lactbl1
30063	ENSMUSG00000040570	Rundc3b
30064	ENSMUSG00000059555	Tor4a
30065	ENSMUSG00000062204	Olfr1373
30066	ENSMUSG00000060170	Olfr1371
30067	ENSMUSG00000030225	Dera
30068	ENSMUSG00000038522	AI317395
30069	ENSMUSG00000026241	Nppc
30070	ENSMUSG00000022601	Rpl24
30071	ENSMUSG00000053347	Zfp943
30072	ENSMUSG00000027416	Otor
30073	ENSMUSG00000036309	Skp1a
30074	ENSMUSG00000022391	Rangap1
30075	ENSMUSG00000032812	Arap1
30076	ENSMUSG00000057841	Rpl32
30077	ENSMUSG00000025037	Maoa
30078	ENSMUSG00000013465	Nelfb
30079	ENSMUSG00000029403	Cdkl2
30080	ENSMUSG00000040775	Gm9772
30081	ENSMUSG00000037487	Ubr5
30082	ENSMUSG00000049775	Tmsb4x
30083	ENSMUSG00000092147	Gm7052
30084	ENSMUSG00000024012	Mtch1
30085	ENSMUSG00000000782	Tcf7
30086	ENSMUSG00000028664	Ephb2
30087	ENSMUSG00000079104	Prps1l3
30088	ENSMUSG00000053333	Dis3l2
30089	ENSMUSG00000035437	Rabgap1
30090	ENSMUSG00000024953	Prdx5
30091	ENSMUSG00000027219	Slc28a2
30092	ENSMUSG00000071533	Pcnp
30093	ENSMUSG00000021322	Aoah
30094	ENSMUSG00000040584	Abcb1a
30095	ENSMUSG00000036905	C1qb
30096	ENSMUSG00000054901	Arhgef33
30097	ENSMUSG00000026246	Alppl2
30098	ENSMUSG00000025404	R3hdm2
30099	ENSMUSG00000047022	Mipol1
30100	ENSMUSG00000083547	Gm13321
30101	ENSMUSG00000014349	Ube2z
30102	ENSMUSG00000086358	Gm13270
30103	ENSMUSG00000036896	C1qc
30104	ENSMUSG00000086657	4921530L18Rik
30105	ENSMUSG00000019838	Slc16a10
30106	ENSMUSG00000033809	Alg3
30107	ENSMUSG00000083545	Gm13320
30108	ENSMUSG00000084901	Gm13266
30109	ENSMUSG00000075525	Gm10849
30110	ENSMUSG00000040018	Cox15
30111	ENSMUSG00000066938	Gm10190
30112	ENSMUSG00000070271	Gm13268
30113	ENSMUSG00000063383	Zfp947
30114	ENSMUSG00000036887	C1qa
30115	ENSMUSG00000079440	Alpi
30116	ENSMUSG00000028661	Epha8
30117	ENSMUSG00000036500	Akp3
30118	ENSMUSG00000024241	Sos1
30119	ENSMUSG00000030321	Efcab12
30120	ENSMUSG00000044378	Slc15a5
30121	ENSMUSG00000006057	Atp5g1
30122	ENSMUSG00000059796	Eif4a1
30123	ENSMUSG00000040522	Tlr8
30124	ENSMUSG00000060261	Gtf2i
30125	ENSMUSG00000038510	Rpf2
30126	ENSMUSG00000096433	Gm4944
30127	ENSMUSG00000083633	Gm13312
30128	ENSMUSG00000081008	Gm13314
30129	ENSMUSG00000020402	Vdac1
30130	ENSMUSG00000082542	Gm13311
30131	ENSMUSG00000045273	Cenph
30132	ENSMUSG00000033972	Zfp944
30133	ENSMUSG00000083305	Gm13315
30134	ENSMUSG00000087086	Gm13269
30135	ENSMUSG00000085281	Gm13316
30136	ENSMUSG00000022390	Zc3h7b
30137	ENSMUSG00000083860	Gm13313
30138	ENSMUSG00000060862	Zbtb40
30139	ENSMUSG00000080930	Gm13367
30140	ENSMUSG00000083631	Gm13366
30141	ENSMUSG00000027419	Pcsk2
30142	ENSMUSG00000033966	Cdkl4
30143	ENSMUSG00000034889	Cactin
30144	ENSMUSG00000082632	Gm13365
30145	ENSMUSG00000044501	Zfp758
30146	ENSMUSG00000081389	Gm13368
30147	ENSMUSG00000009596	Taf7l
30148	ENSMUSG00000039492	Ccdc27
30149	ENSMUSG00000085942	Gm13364
30150	ENSMUSG00000036856	Wnt4
30151	ENSMUSG00000042869	Olfr1370
30152	ENSMUSG00000027107	Chrna1
30153	ENSMUSG00000021981	Cab39l
30154	ENSMUSG00000030322	Mbd4
30155	ENSMUSG00000038812	Trmt112
30156	ENSMUSG00000025193	Cutc
30157	ENSMUSG00000028106	Rprd2
30158	ENSMUSG00000026247	Ecel1
30159	ENSMUSG00000020695	Mrc2
30160	ENSMUSG00000024242	Map4k3
30161	ENSMUSG00000006056	Calcoco2
30162	ENSMUSG00000006699	Cdc42
30163	ENSMUSG00000030653	Pde2a
30164	ENSMUSG00000041078	Grid1
30165	ENSMUSG00000034881	Tbxa2r
30166	ENSMUSG00000061923	Odf1
30167	ENSMUSG00000081245	Gm6587
30168	ENSMUSG00000008540	Mgst1
30169	ENSMUSG00000081990	Gm13319
30170	ENSMUSG00000029571	Tmem106b
30171	ENSMUSG00000082557	Gm13317
30172	ENSMUSG00000082235	Gm13326
30173	ENSMUSG00000081525	Gm13325
30174	ENSMUSG00000085193	Gm13322
30175	ENSMUSG00000085100	Gm13324
30176	ENSMUSG00000081851	Gm13323
30177	ENSMUSG00000040147	Maob
30178	ENSMUSG00000081116	Gm13329
30179	ENSMUSG00000085319	Gm13330
30180	ENSMUSG00000036480	Prss56
30181	ENSMUSG00000086340	1810059C17Rik
30182	ENSMUSG00000081619	Gm13351
30183	ENSMUSG00000083070	Gm13350
30184	ENSMUSG00000038756	Ttll6
30185	ENSMUSG00000082520	Gm13349
30186	ENSMUSG00000082742	Gm13354
30187	ENSMUSG00000078520	Gm13011
30188	ENSMUSG00000022389	Tef
30189	ENSMUSG00000041431	Ccnb1
30190	ENSMUSG00000027420	Bfsp1
30191	ENSMUSG00000026251	Chrnd
30192	ENSMUSG00000044763	Trmt10c
30193	ENSMUSG00000023433	Cela3b
30194	ENSMUSG00000037465	Klf10
30195	ENSMUSG00000027677	Ttc14
30196	ENSMUSG00000041399	1700013G24Rik
30197	ENSMUSG00000026253	Chrng
30198	ENSMUSG00000092517	Art2a-ps
30199	ENSMUSG00000024013	Fgd2
30200	ENSMUSG00000029405	G3bp2
30201	ENSMUSG00000052917	Senp7
30202	ENSMUSG00000030651	Art2b
30203	ENSMUSG00000034872	Gipc3
30204	ENSMUSG00000030323	Ift122
30205	ENSMUSG00000044583	Tlr7
30206	ENSMUSG00000037458	Azin1
30207	ENSMUSG00000060404	Olfr1369-ps1
30208	ENSMUSG00000071522	Olfr263
30209	ENSMUSG00000045474	Olfr1368
30210	ENSMUSG00000035451	Foxa1
30211	ENSMUSG00000081181	Gm13353
30212	ENSMUSG00000024245	Tmem178
30213	ENSMUSG00000025742	Prps2
30214	ENSMUSG00000021326	Trim27
30215	ENSMUSG00000082943	Gm13355
30216	ENSMUSG00000048007	Timm8a1
30217	ENSMUSG00000028970	Abcb1b
30218	ENSMUSG00000024246	Thumpd2
30219	ENSMUSG00000001829	Clpb
30220	ENSMUSG00000025194	Abcc2
30221	ENSMUSG00000056486	Chn1
30222	ENSMUSG00000049604	Hoxb13
30223	ENSMUSG00000086882	Gm13352
30224	ENSMUSG00000092353	Gm20539
30225	ENSMUSG00000022842	Ece2
30226	ENSMUSG00000046782	Ttc6
30227	ENSMUSG00000030226	Lmo3
30228	ENSMUSG00000058444	Map2k5
30229	ENSMUSG00000020232	Hmg20b
30230	ENSMUSG00000054640	Slc8a1
30231	ENSMUSG00000069439	Gm8444
30232	ENSMUSG00000081139	Gm13333
30233	ENSMUSG00000071266	Zfp946
30234	ENSMUSG00000048546	Tob2
30235	ENSMUSG00000097638	4933439G12Rik
30236	ENSMUSG00000031264	Btk
30237	ENSMUSG00000083281	Gm13332
30238	ENSMUSG00000078960	Tob2
30239	ENSMUSG00000087674	4930447M23Rik
30240	ENSMUSG00000079333	Gm11096
30241	ENSMUSG00000073371	Gm6594
30242	ENSMUSG00000095093	Vmn2r111
30243	ENSMUSG00000032403	2300009A05Rik
30244	ENSMUSG00000041068	4930596D02Rik
30245	ENSMUSG00000024247	Pkdcc
30246	ENSMUSG00000005204	Senp3
30247	ENSMUSG00000026254	Eif4e2
30248	ENSMUSG00000079071	Gm14085
30249	ENSMUSG00000028763	Hspg2
30250	ENSMUSG00000078627	March10
30251	ENSMUSG00000087103	Gm13344
30252	ENSMUSG00000029026	Trp73
30253	ENSMUSG00000085388	Ptf1aos
30254	ENSMUSG00000056329	1810010K12Rik
30255	ENSMUSG00000021982	Cdadc1
30256	ENSMUSG00000084160	Gm13345
30257	ENSMUSG00000086621	Gm13348
30258	ENSMUSG00000080227	Gm13343
30259	ENSMUSG00000078706	Gm53
30260	ENSMUSG00000072616	Gm7853
30261	ENSMUSG00000015932	Dstn
30262	ENSMUSG00000096405	4930474N05Rik
30263	ENSMUSG00000061360	Phf5a
30264	ENSMUSG00000020875	Hoxb9
30265	ENSMUSG00000044461	Shisa2
30266	ENSMUSG00000079679	Vwde
30267	ENSMUSG00000035431	Sstr1
30268	ENSMUSG00000056648	Hoxb8
30269	ENSMUSG00000045930	Clec14a
30270	ENSMUSG00000015748	Prpf3
30271	ENSMUSG00000029569	Tmem168
30272	ENSMUSG00000026255	Efhd1
30273	ENSMUSG00000024955	Esrra
30274	ENSMUSG00000022295	Atp6v1c1
30275	ENSMUSG00000035270	Impg2
30276	ENSMUSG00000036770	4933433C11Rik
30277	ENSMUSG00000022477	Aco2
30278	ENSMUSG00000038721	Hoxb7
30279	ENSMUSG00000050623	Tex40
30280	ENSMUSG00000027422	Rrbp1
30281	ENSMUSG00000032624	Eml4
30282	ENSMUSG00000027968	Larp7
30283	ENSMUSG00000000690	Hoxb6
30284	ENSMUSG00000094035	Ldlrad2
30285	ENSMUSG00000004344	Gpx5
30286	ENSMUSG00000036275	9530068E07Rik
30287	ENSMUSG00000040138	Ndp
30288	ENSMUSG00000022296	Baalc
30289	ENSMUSG00000019837	Gtf3c6
30290	ENSMUSG00000058690	Ccser2
30291	ENSMUSG00000021629	Slc30a5
30292	ENSMUSG00000024957	Kcnk4
30293	ENSMUSG00000025038	Efhc2
30294	ENSMUSG00000075232	Amd1
30295	ENSMUSG00000022297	Fzd6
30296	ENSMUSG00000087246	Gm13346
30297	ENSMUSG00000038700	Hoxb5
30298	ENSMUSG00000083893	Gm13347
30299	ENSMUSG00000083777	Gm13361
30300	ENSMUSG00000060795	Gm13363
30301	ENSMUSG00000082164	Gm13360
30302	ENSMUSG00000054196	Cthrc1
30303	ENSMUSG00000081128	Gm13328
30304	ENSMUSG00000020986	Sec23a
30305	ENSMUSG00000038481	Cdk19
30306	ENSMUSG00000041417	Pik3r1
30307	ENSMUSG00000024958	Gpr137
30308	ENSMUSG00000038692	Hoxb4
30309	ENSMUSG00000004341	Gpx6
30310	ENSMUSG00000054312	Mrps21
30311	ENSMUSG00000029407	Uso1
30312	ENSMUSG00000094921	Vmn2r112
30313	ENSMUSG00000097328	Tnfsf12
30314	ENSMUSG00000048763	Hoxb3
30315	ENSMUSG00000036264	Fstl4
30316	ENSMUSG00000026969	Fam166a
30317	ENSMUSG00000046088	Gm9805
30318	ENSMUSG00000098164	Gm5493
30319	ENSMUSG00000021983	Atp8a2
30320	ENSMUSG00000022299	Slc25a32
30321	ENSMUSG00000037801	Iqch
30322	ENSMUSG00000043411	Usp48
30323	ENSMUSG00000021624	Cd180
30324	ENSMUSG00000091457	Gm17171
30325	ENSMUSG00000075588	Hoxb2
30326	ENSMUSG00000085477	Gm13335
30327	ENSMUSG00000086418	Gm13362
30328	ENSMUSG00000085206	Gm13380
30329	ENSMUSG00000075514	Gm13375
30330	ENSMUSG00000022300	Dcaf13
30331	ENSMUSG00000080727	C920021L13Rik
30332	ENSMUSG00000086821	Gm13377
30333	ENSMUSG00000059142	Zfp945
30334	ENSMUSG00000087219	Gm13376
30335	ENSMUSG00000019834	Slc22a16
30336	ENSMUSG00000084071	Gm13378
30337	ENSMUSG00000085680	Gm13327
30338	ENSMUSG00000025040	Fundc1
30339	ENSMUSG00000080846	Gm13379
30340	ENSMUSG00000024959	Bad
30341	ENSMUSG00000081467	Gm13337
30342	ENSMUSG00000079435	Rpl36a
30343	ENSMUSG00000082516	Gm13342
30344	ENSMUSG00000083863	Gm13341
30345	ENSMUSG00000034854	Mfsd12
30346	ENSMUSG00000083563	Gm13340
30347	ENSMUSG00000027199	Gatm
30348	ENSMUSG00000082884	Gm13339
30349	ENSMUSG00000083453	Gm13338
30350	ENSMUSG00000085353	1700092C17Rik
30351	ENSMUSG00000045508	Olfr1367
30352	ENSMUSG00000049176	Frmpd4
30353	ENSMUSG00000083057	Gm13356
30354	ENSMUSG00000042476	Abcb4
30355	ENSMUSG00000029409	U90926
30356	ENSMUSG00000069136	A130006I12Rik
30357	ENSMUSG00000018973	Hoxb1
30358	ENSMUSG00000036721	Zscan12
30359	ENSMUSG00000092111	Vmn2r113
30360	ENSMUSG00000037257	Aagab
30361	ENSMUSG00000046717	Igbp1b
30362	ENSMUSG00000029410	Ppef2
30363	ENSMUSG00000092164	Rergl
30364	ENSMUSG00000081861	Gm14441
30365	ENSMUSG00000020361	Hspa4
30366	ENSMUSG00000095658	Vmn2r-ps130
30367	ENSMUSG00000036752	Tubb4b
30368	ENSMUSG00000083650	Gm13357
30369	ENSMUSG00000096062	Pik3c2g
30370	ENSMUSG00000038550	Gm129
30371	ENSMUSG00000081648	Gm13423
30372	ENSMUSG00000033213	AA467197
30373	ENSMUSG00000030228	Pik3c2g
30374	ENSMUSG00000032402	Smad3
30375	ENSMUSG00000037386	Rims2
30376	ENSMUSG00000021327	Zkscan3
30377	ENSMUSG00000053580	Tanc2
30378	ENSMUSG00000029413	Naaa
30379	ENSMUSG00000003623	Crot
30380	ENSMUSG00000024960	Plcb3
30381	ENSMUSG00000002617	Zfp40
30382	ENSMUSG00000036867	Smad6
30383	ENSMUSG00000063428	Ddo
30384	ENSMUSG00000051146	Camk2n2
30385	ENSMUSG00000026915	Strbp
30386	ENSMUSG00000091945	Vmn2r114
30387	ENSMUSG00000056612	Ppp1r14b
30388	ENSMUSG00000035258	Abi3bp
30389	ENSMUSG00000056629	Fkbp2
30390	ENSMUSG00000041351	Rap1gap
30391	ENSMUSG00000024014	Pim1
30392	ENSMUSG00000060121	Gemin2
30393	ENSMUSG00000006469	Slc34a3
30394	ENSMUSG00000024248	Cox7a2l
30395	ENSMUSG00000005802	Slc30a4
30396	ENSMUSG00000084098	Gm13422
30397	ENSMUSG00000081519	Gm13331
30398	ENSMUSG00000045053	Kcng3
30399	ENSMUSG00000057058	Skap1
30400	ENSMUSG00000022476	Polr3h
30401	ENSMUSG00000083729	Sh3d2c-ps1
30402	ENSMUSG00000030230	Plcz1
30403	ENSMUSG00000091076	Vmn2r115
30404	ENSMUSG00000032401	Lctl
30405	ENSMUSG00000006998	Psmd2
30406	ENSMUSG00000020234	4930404N11Rik
30407	ENSMUSG00000021804	Rgr
30408	ENSMUSG00000027676	Ccdc39
30409	ENSMUSG00000019590	Cyb561
30410	ENSMUSG00000091614	Gm17657
30411	ENSMUSG00000005804	Bloc1s6
30412	ENSMUSG00000079580	Tmem217
30413	ENSMUSG00000042203	Tbc1d22b
30414	ENSMUSG00000074828	Gm10768
30415	ENSMUSG00000031266	Gla
30416	ENSMUSG00000020993	Trappc6b
30417	ENSMUSG00000041044	Lrit1
30418	ENSMUSG00000048000	Gigyf2
30419	ENSMUSG00000042109	Csdc2
30420	ENSMUSG00000086112	4930563I02Rik
30421	ENSMUSG00000090966	Vmn2r116
30422	ENSMUSG00000025195	Dnmbp
30423	ENSMUSG00000022303	Dcstamp
30424	ENSMUSG00000055313	Pgbd1
30425	ENSMUSG00000028766	Alpl
30426	ENSMUSG00000024962	Vegfb
30427	ENSMUSG00000043418	Lrit2
30428	ENSMUSG00000063895	Nupl1
30429	ENSMUSG00000025196	Cpn1
30430	ENSMUSG00000091407	Vmn2r117
30431	ENSMUSG00000045555	Mettl24
30432	ENSMUSG00000031358	Msl3
30433	ENSMUSG00000055817	Mta3
30434	ENSMUSG00000018239	Zcchc10
30435	ENSMUSG00000025043	Dusp21
30436	ENSMUSG00000041791	Capza3
30437	ENSMUSG00000038446	Cdc40
30438	ENSMUSG00000045427	Hnrnph2
30439	ENSMUSG00000021803	Cdhr1
30440	ENSMUSG00000030231	Plekha5
30441	ENSMUSG00000022228	Zscan26
30442	ENSMUSG00000057530	Ece1
30443	ENSMUSG00000032400	Zwilch
30444	ENSMUSG00000020994	Pnn
30445	ENSMUSG00000084075	Gm13382
30446	ENSMUSG00000022304	Dpys
30447	ENSMUSG00000083373	Gm13392
30448	ENSMUSG00000049470	Aff4
30449	ENSMUSG00000083116	Gm13410
30450	ENSMUSG00000066487	Gm5786
30451	ENSMUSG00000083172	Gm13409
30452	ENSMUSG00000005803	Sqrdl
30453	ENSMUSG00000019831	Wasf1
30454	ENSMUSG00000090083	Rnf8
30455	ENSMUSG00000085999	Gm13411
30456	ENSMUSG00000085057	Gm13415
30457	ENSMUSG00000035349	Mia2
30458	ENSMUSG00000082307	Gm13418
30459	ENSMUSG00000037369	Kdm6a
30460	ENSMUSG00000085330	Gm13417
30461	ENSMUSG00000084241	Gm13416
30462	ENSMUSG00000059395	Nkapl
30463	ENSMUSG00000020876	Snx11
30464	ENSMUSG00000022474	Pmm1
30465	ENSMUSG00000079659	Tmem243
30466	ENSMUSG00000079436	Kcnj13
30467	ENSMUSG00000030324	Rho
30468	ENSMUSG00000054931	Zkscan4
30469	ENSMUSG00000029415	Sdad1
30470	ENSMUSG00000044434	Gm9791
30471	ENSMUSG00000067882	Casp16
30472	ENSMUSG00000026258	3110079O15Rik
30473	ENSMUSG00000096001	2610528A11Rik
30474	ENSMUSG00000024963	Dnajc4
30475	ENSMUSG00000083973	Gm13459
30476	ENSMUSG00000041028	Ghitm
30477	ENSMUSG00000084383	Gm13370
30478	ENSMUSG00000032399	Rpl4
30479	ENSMUSG00000083796	Gm13369
30480	ENSMUSG00000087028	Gm13387
30481	ENSMUSG00000049804	Armcx4
30482	ENSMUSG00000085830	E130003G02Rik
30483	ENSMUSG00000034751	Mast4
30484	ENSMUSG00000071256	Zfp213
30485	ENSMUSG00000083043	Gm13433
30486	ENSMUSG00000037349	Nudt22
30487	ENSMUSG00000083528	Gm13432
30488	ENSMUSG00000027680	Fxr1
30489	ENSMUSG00000052403	Gm13520
30490	ENSMUSG00000018752	BC096441
30491	ENSMUSG00000029417	Cxcl9
30492	ENSMUSG00000042279	H1foo
30493	ENSMUSG00000047656	Trpt1
30494	ENSMUSG00000089669	Tnfsf13
30495	ENSMUSG00000059459	Gm10065
30496	ENSMUSG00000078139	AK157302
30497	ENSMUSG00000024965	Fermt3
30498	ENSMUSG00000062012	Zfp13
30499	ENSMUSG00000089953	Gm757
30500	ENSMUSG00000079941	Gm11273
30501	ENSMUSG00000036216	Leap2
30502	ENSMUSG00000025197	Cyp2c44
30503	ENSMUSG00000033460	Armcx1
30504	ENSMUSG00000063894	Zkscan8
30505	ENSMUSG00000026259	Ngef
30506	ENSMUSG00000038543	BC028528
30507	ENSMUSG00000030232	Aebp2
30508	ENSMUSG00000041014	Nrg3
30509	ENSMUSG00000036731	2310002J15Rik
30510	ENSMUSG00000025198	Erlin1
30511	ENSMUSG00000046922	Gpr6
30512	ENSMUSG00000022305	Lrp12
30513	ENSMUSG00000038417	Fig4
30514	ENSMUSG00000018666	Cbx1
30515	ENSMUSG00000034842	Art3
30516	ENSMUSG00000020235	Fzr1
30517	ENSMUSG00000094112	9330182O14Rik
30518	ENSMUSG00000028760	Eif4g3
30519	ENSMUSG00000044628	Rnf208
30520	ENSMUSG00000022306	Zfpm2
30521	ENSMUSG00000023902	Zscan10
30522	ENSMUSG00000087612	A230005M16Rik
30523	ENSMUSG00000090073	Gm13538
30524	ENSMUSG00000085484	Gm13539
30525	ENSMUSG00000082357	Gm13542
30526	ENSMUSG00000000673	Haao
30527	ENSMUSG00000015750	Aph1a
30528	ENSMUSG00000087515	Gm13554
30529	ENSMUSG00000079434	Neu2
30530	ENSMUSG00000087679	C330006A16Rik
30531	ENSMUSG00000005198	Polr2a
30532	ENSMUSG00000087595	1810012K08Rik
30533	ENSMUSG00000085545	Gm13553
30534	ENSMUSG00000006471	Ndor1
30535	ENSMUSG00000045817	Zfp36l2
30536	ENSMUSG00000038526	Car14
30537	ENSMUSG00000086779	Gm13562
30538	ENSMUSG00000053164	Gpr21
30539	ENSMUSG00000038615	Nfe2l1
30540	ENSMUSG00000021000	Ctage5
30541	ENSMUSG00000030123	Plxnd1
30542	ENSMUSG00000024251	Thada
30543	ENSMUSG00000035403	Crb2
30544	ENSMUSG00000048996	Olfr1366
30545	ENSMUSG00000085767	Gm13563
30546	ENSMUSG00000086714	0610009E02Rik
30547	ENSMUSG00000085543	Gm13568
30548	ENSMUSG00000082864	Gm13358
30549	ENSMUSG00000086775	5730588L14Rik
30550	ENSMUSG00000037833	Sh2d4b
30551	ENSMUSG00000082951	Gm13359
30552	ENSMUSG00000091415	Ak9
30553	ENSMUSG00000037824	Tspan14
30554	ENSMUSG00000042508	Dmtf1
30555	ENSMUSG00000054890	Olfr1535
30556	ENSMUSG00000040852	Plekhh2
30557	ENSMUSG00000015749	Anp32e
30558	ENSMUSG00000025199	Chuk
30559	ENSMUSG00000029029	Wrap73
30560	ENSMUSG00000083335	Gm13397
30561	ENSMUSG00000087364	Gm13398
30562	ENSMUSG00000085008	Gm13399
30563	ENSMUSG00000091192	Gm17071
30564	ENSMUSG00000086669	AA645442
30565	ENSMUSG00000085929	Gm13421
30566	ENSMUSG00000021792	Fam213a
30567	ENSMUSG00000028759	Hp1bp3
30568	ENSMUSG00000046016	Olfr1364
30569	ENSMUSG00000034855	Cxcl10
30570	ENSMUSG00000022307	Oxr1
30571	ENSMUSG00000051258	Olfr1362
30572	ENSMUSG00000036658	Olfr11
30573	ENSMUSG00000085766	2810430I11Rik
30574	ENSMUSG00000086560	Gm13372
30575	ENSMUSG00000085693	Gm13371
30576	ENSMUSG00000086425	F730016J06Rik
30577	ENSMUSG00000078440	Dohh
30578	ENSMUSG00000020681	Ace
30579	ENSMUSG00000023903	Mmp25
30580	ENSMUSG00000027679	Dnajc19
30581	ENSMUSG00000060183	Cxcl11
30582	ENSMUSG00000087196	Gm13373
30583	ENSMUSG00000082895	Rpsa-ps9
30584	ENSMUSG00000087667	Gm13381
30585	ENSMUSG00000049737	Olfr1361
30586	ENSMUSG00000071690	Gm10344
30587	ENSMUSG00000045983	Eif4g1
30588	ENSMUSG00000037307	Banf2
30589	ENSMUSG00000094398	Olfr1360
30590	ENSMUSG00000096404	Olfr1359
30591	ENSMUSG00000050394	Armcx6
30592	ENSMUSG00000034826	Nup54
30593	ENSMUSG00000094338	Hist1h2bl
30594	ENSMUSG00000061633	1700029P11Rik
30595	ENSMUSG00000071516	Hist1h2ai
30596	ENSMUSG00000022757	Tfg
30597	ENSMUSG00000018672	Copz2
30598	ENSMUSG00000027423	Snx5
30599	ENSMUSG00000035392	Dennd1a
30600	ENSMUSG00000019826	Zbtb24
30601	ENSMUSG00000069312	Hist1h3h
30602	ENSMUSG00000024253	Dync2li1
30603	ENSMUSG00000050530	Fam171a1
30604	ENSMUSG00000037358	4930578C19Rik
30605	ENSMUSG00000074637	Sox2
30606	ENSMUSG00000082796	Gm13385
30607	ENSMUSG00000083115	Gm13386
30608	ENSMUSG00000083773	Gm13394
30609	ENSMUSG00000049047	Armcx3
30610	ENSMUSG00000068149	BC049702
30611	ENSMUSG00000022471	Xrcc6
30612	ENSMUSG00000037347	Chst7
30613	ENSMUSG00000032621	Srek1
30614	ENSMUSG00000040505	Abcg5
30615	ENSMUSG00000022755	Gpr128
30616	ENSMUSG00000021987	Mtmr6
30617	ENSMUSG00000026643	Nmt2
30618	ENSMUSG00000086519	Gm13393
30619	ENSMUSG00000082788	Gm13396
30620	ENSMUSG00000079499	6530402F18Rik
30621	ENSMUSG00000037400	Atp11b
30622	ENSMUSG00000086994	Gm13402
30623	ENSMUSG00000082413	Gm13401
30624	ENSMUSG00000048316	Gm9823
30625	ENSMUSG00000079497	Gm13420
30626	ENSMUSG00000018669	Cdk5rap3
30627	ENSMUSG00000085401	Slc39a1-ps
30628	ENSMUSG00000024019	Cmtr1
30629	ENSMUSG00000052222	1700084E18Rik
30630	ENSMUSG00000084892	Gm14471
30631	ENSMUSG00000087435	Gm16323
30632	ENSMUSG00000085275	Gm14487
30633	ENSMUSG00000037341	Slc9a7
30634	ENSMUSG00000086405	9330198N18Rik
30635	ENSMUSG00000087268	Gm14486
30636	ENSMUSG00000045349	Sh2d5
30637	ENSMUSG00000029426	Scarb2
30638	ENSMUSG00000075416	Gm14488
30639	ENSMUSG00000096807	Hist1h2bm
30640	ENSMUSG00000049950	Rpp38
30641	ENSMUSG00000021986	Amer2
30642	ENSMUSG00000022754	Tmem45a
30643	ENSMUSG00000029030	Tprgl
30644	ENSMUSG00000024966	Stip1
30645	ENSMUSG00000026644	Acbd7
30646	ENSMUSG00000042895	Abra
30647	ENSMUSG00000031355	Arhgap6
30648	ENSMUSG00000067455	Hist1h4j
30649	ENSMUSG00000022309	Angpt1
30650	ENSMUSG00000018776	Slc35g3
30651	ENSMUSG00000044894	Uqcrq
30652	ENSMUSG00000024254	Abcg8
30653	ENSMUSG00000021709	Erbb2ip
30654	ENSMUSG00000018238	Gdf9
30655	ENSMUSG00000026288	Inpp5d
30656	ENSMUSG00000028758	Kif17
30657	ENSMUSG00000085491	4930527E20Rik
30658	ENSMUSG00000084143	Gm13400
30659	ENSMUSG00000036278	Macrod1
30660	ENSMUSG00000087269	D330023K18Rik
30661	ENSMUSG00000018750	Zbtb4
30662	ENSMUSG00000021990	Spata13
30663	ENSMUSG00000027200	Sema6d
30664	ENSMUSG00000033436	Armcx2
30665	ENSMUSG00000072963	Gm10447
30666	ENSMUSG00000026645	Olah
30667	ENSMUSG00000046748	2310005G13Rik
30668	ENSMUSG00000057068	Fam47e
30669	ENSMUSG00000051920	Rspo2
30670	ENSMUSG00000022752	Tomm70a
30671	ENSMUSG00000022336	Eif3e
30672	ENSMUSG00000087430	Gm13405
30673	ENSMUSG00000018387	Shroom1
30674	ENSMUSG00000084226	Gm13426
30675	ENSMUSG00000026650	Meig1
30676	ENSMUSG00000072592	Gm10373
30677	ENSMUSG00000085224	Gm13425
30678	ENSMUSG00000083143	Gm13424
30679	ENSMUSG00000015745	Plekho1
30680	ENSMUSG00000022337	Emc2
30681	ENSMUSG00000001901	Kcnh6
30682	ENSMUSG00000087549	Gm13427
30683	ENSMUSG00000086356	Gm13441
30684	ENSMUSG00000027424	Mgme1
30685	ENSMUSG00000085737	Gm13442
30686	ENSMUSG00000081480	Gm13608
30687	ENSMUSG00000086192	Gm13609
30688	ENSMUSG00000090157	Gm16534
30689	ENSMUSG00000086216	Gm13610
30690	ENSMUSG00000047787	Flrt1
30691	ENSMUSG00000066068	Gm13611
30692	ENSMUSG00000028757	Ddost
30693	ENSMUSG00000078439	2210404O07Rik
30694	ENSMUSG00000047963	Stbd1
30695	ENSMUSG00000083004	Gm13413
30696	ENSMUSG00000019823	Mical1
30697	ENSMUSG00000079264	Gm11077
30698	ENSMUSG00000060090	Rp2h
30699	ENSMUSG00000022472	Desi1
30700	ENSMUSG00000024767	Otub1
30701	ENSMUSG00000043782	Ccdc64b
30702	ENSMUSG00000015747	Vps45
30703	ENSMUSG00000049427	Gm9837
30704	ENSMUSG00000022751	Nit2
30705	ENSMUSG00000044352	Sowaha
30706	ENSMUSG00000009941	Nxf2
30707	ENSMUSG00000024018	Ccdc167
30708	ENSMUSG00000028756	Pink1
30709	ENSMUSG00000054450	Gm9945
30710	ENSMUSG00000050050	Ccdc158
30711	ENSMUSG00000041189	Chrnb1
30712	ENSMUSG00000031354	Amelx
30713	ENSMUSG00000041319	Thoc6
30714	ENSMUSG00000041741	Pde3a
30715	ENSMUSG00000085017	Gm13412
30716	ENSMUSG00000054409	Tmem74
30717	ENSMUSG00000063480	Nhp2l1
