	ensembl_gene_id	external_gene_id
4368	ENSMUSG00000041700	Lhfpl1
4369	ENSMUSG00000097493	9930014A18Rik
4370	ENSMUSG00000083110	Gm14073
4371	ENSMUSG00000063683	Glyat
4372	ENSMUSG00000080867	Gm14079
4373	ENSMUSG00000008604	Ubqln4
4374	ENSMUSG00000081731	Gm14078
4375	ENSMUSG00000044254	Pcsk9
4376	ENSMUSG00000097267	1700109K24Rik
4377	ENSMUSG00000038602	Slc35f1
4378	ENSMUSG00000083274	Gm14080
4379	ENSMUSG00000029082	Bst1
4380	ENSMUSG00000055725	Paqr3
4381	ENSMUSG00000097057	Gm17638
4382	ENSMUSG00000050914	Ankrd37
4383	ENSMUSG00000051618	Ubqln3
4384	ENSMUSG00000078117	Gm16485
4385	ENSMUSG00000097085	Gm26634
4386	ENSMUSG00000063328	Gm9396
4387	ENSMUSG00000074763	Gm14105
4388	ENSMUSG00000097128	Gm26884
4389	ENSMUSG00000080744	Gm12710
4390	ENSMUSG00000097613	Gm17597
4391	ENSMUSG00000025047	Pdcd11
4392	ENSMUSG00000078618	4930456L15Rik
4393	ENSMUSG00000045281	Gpr20
4394	ENSMUSG00000097301	AW121686
4395	ENSMUSG00000096641	Gm904
4396	ENSMUSG00000097209	AU022754
4397	ENSMUSG00000043587	Acpl2
4398	ENSMUSG00000051437	Ubqlnl
4399	ENSMUSG00000060206	Zfp462
4400	ENSMUSG00000034354	Mtmr3
4401	ENSMUSG00000097578	Gm26798
4402	ENSMUSG00000086136	Gm12718
4403	ENSMUSG00000021738	Atxn7
4404	ENSMUSG00000097068	Gm26760
4405	ENSMUSG00000054519	Zfp867
4406	ENSMUSG00000017922	Prl3c1
4407	ENSMUSG00000097619	4833422M21Rik
4408	ENSMUSG00000096256	Gm21093
4409	ENSMUSG00000078151	Gm12226
4410	ENSMUSG00000050730	Arhgap42
4411	ENSMUSG00000095611	Gm10597
4412	ENSMUSG00000084212	Gm12225
4413	ENSMUSG00000097414	B130046B21Rik
4414	ENSMUSG00000095881	Gm21968
4415	ENSMUSG00000044265	E030002O03Rik
4416	ENSMUSG00000097587	4930578M01Rik
4417	ENSMUSG00000026818	Cel
4418	ENSMUSG00000029084	Cd38
4419	ENSMUSG00000086039	Gm12227
4420	ENSMUSG00000094293	Gm3893
4421	ENSMUSG00000097827	5330439K02Rik
4422	ENSMUSG00000086881	Gm13594
4423	ENSMUSG00000097093	C330013E15Rik
4424	ENSMUSG00000082503	Gm12229
4425	ENSMUSG00000073878	Gm13304
4426	ENSMUSG00000026848	Tor1b
4427	ENSMUSG00000006906	Stambp
4428	ENSMUSG00000097915	A330009N23Rik
4429	ENSMUSG00000027431	Scp2d1
4430	ENSMUSG00000083707	Gm13592
4431	ENSMUSG00000026692	Fmo4
4432	ENSMUSG00000058897	Col25a1
4433	ENSMUSG00000080766	Gm13593
4434	ENSMUSG00000097050	Gm9918
4435	ENSMUSG00000086701	Gm13595
4436	ENSMUSG00000097234	Gm26518
4437	ENSMUSG00000025418	Bsnd
4438	ENSMUSG00000052865	Gm13619
4439	ENSMUSG00000097505	Gm26540
4440	ENSMUSG00000025915	Sgk3
4441	ENSMUSG00000085160	Gm13617
4442	ENSMUSG00000097616	1110019D14Rik
4443	ENSMUSG00000028332	Hemgn
4444	ENSMUSG00000080728	Gm13616
4445	ENSMUSG00000086671	Gm13618
4446	ENSMUSG00000086835	Gm11775
4447	ENSMUSG00000073877	Gm13306
4448	ENSMUSG00000042909	Olfr648
4449	ENSMUSG00000097815	Gm26809
4450	ENSMUSG00000085386	Gm13630
4451	ENSMUSG00000083137	Gm11792
4452	ENSMUSG00000068615	Gjd2
4453	ENSMUSG00000097364	Gm26719
4454	ENSMUSG00000097137	Gm26627
4455	ENSMUSG00000095321	Gm2092
4456	ENSMUSG00000041688	Amot
4457	ENSMUSG00000044899	Olfr649
4458	ENSMUSG00000097206	Gm26699
4459	ENSMUSG00000027598	Itch
4460	ENSMUSG00000048373	Fgfbp1
4461	ENSMUSG00000097138	Gm26625
4462	ENSMUSG00000084219	Gm14876
4463	ENSMUSG00000034926	Dhcr24
4464	ENSMUSG00000063873	Slc24a3
4465	ENSMUSG00000097434	Gm16630
4466	ENSMUSG00000068614	Actc1
4467	ENSMUSG00000034998	Foxn2
4468	ENSMUSG00000081778	Gm6325
4469	ENSMUSG00000036330	Slc18a1
4470	ENSMUSG00000097716	1700026J14Rik
4471	ENSMUSG00000097598	Gm26677
4472	ENSMUSG00000094918	Gm8765
4473	ENSMUSG00000097924	A730020E08Rik
4474	ENSMUSG00000086450	Gm14077
4475	ENSMUSG00000087482	Gm12720
4476	ENSMUSG00000097603	A430010J10Rik
4477	ENSMUSG00000082412	Fau-ps1
4478	ENSMUSG00000072244	Trim6
4479	ENSMUSG00000097133	Gm26628
4480	ENSMUSG00000087301	Gm13629
4481	ENSMUSG00000026941	Mamdc4
4482	ENSMUSG00000081125	Rpl26-ps5
4483	ENSMUSG00000021395	Spin1
4484	ENSMUSG00000097569	Gm26640
4485	ENSMUSG00000083215	Gm14081
4486	ENSMUSG00000050368	Hoxd10
4487	ENSMUSG00000040111	Gramd1b
4488	ENSMUSG00000097048	1600020E01Rik
4489	ENSMUSG00000086504	4930511F01Rik
4490	ENSMUSG00000046000	Naa11
4491	ENSMUSG00000016624	Phf21b
4492	ENSMUSG00000033356	Pus7l
4493	ENSMUSG00000082903	Gm14083
4494	ENSMUSG00000029624	Ptcd1
4495	ENSMUSG00000097763	Gm26636
4496	ENSMUSG00000086077	Gm14396
4497	ENSMUSG00000083047	Gm14082
4498	ENSMUSG00000031637	Lrp2bp
4499	ENSMUSG00000050553	Gk2
4500	ENSMUSG00000083787	Gm11644
4501	ENSMUSG00000097730	Gm26588
4502	ENSMUSG00000079010	Gm11032
4503	ENSMUSG00000080895	Gm11645
4504	ENSMUSG00000014542	Clec4f
4505	ENSMUSG00000097816	Gm26811
4506	ENSMUSG00000015721	Nlrp5
4507	ENSMUSG00000023032	Slc4a8
4508	ENSMUSG00000081584	Gm12716
4509	ENSMUSG00000043342	Hoxd9
4510	ENSMUSG00000086171	C630020P19Rik
4511	ENSMUSG00000097693	4930471M09Rik
4512	ENSMUSG00000059195	Gm12715
4513	ENSMUSG00000001120	Pcbp3
4514	ENSMUSG00000029338	Antxr2
4515	ENSMUSG00000080913	Gm12719
4516	ENSMUSG00000059895	Ptp4a3
4517	ENSMUSG00000097462	9530026P05Rik
4518	ENSMUSG00000081696	Gm12717
4519	ENSMUSG00000040181	Fmo1
4520	ENSMUSG00000083791	Gm12721
4521	ENSMUSG00000048185	Gm7075
4522	ENSMUSG00000082174	Gm14877
4523	ENSMUSG00000081819	Gm12722
4524	ENSMUSG00000084853	Gm11791
4525	ENSMUSG00000097548	Gm26748
4526	ENSMUSG00000082510	Gm11793
4527	ENSMUSG00000083432	Gm14878
4528	ENSMUSG00000081835	Gm11790
4529	ENSMUSG00000097834	Gm26911
4530	ENSMUSG00000081395	Gm14879
4531	ENSMUSG00000083155	Gm11866
4532	ENSMUSG00000097579	Gm26799
4533	ENSMUSG00000025401	Myo1a
4534	ENSMUSG00000080855	Rpl35-ps1
4535	ENSMUSG00000002014	Ssr4
4536	ENSMUSG00000085126	Gm12589
4537	ENSMUSG00000021737	Psmd6
4538	ENSMUSG00000000318	Clec10a
4539	ENSMUSG00000083595	Gm9200
4540	ENSMUSG00000097671	1700015O11Rik
4541	ENSMUSG00000020412	Ascc2
4542	ENSMUSG00000097486	Gm17733
4543	ENSMUSG00000085970	Gm15643
4544	ENSMUSG00000081307	Gm13627
4545	ENSMUSG00000084401	Gm12586
4546	ENSMUSG00000097831	4930540M05Rik
4547	ENSMUSG00000030246	Ldhb
4548	ENSMUSG00000086684	Gm12590
4549	ENSMUSG00000097531	Gm26591
4550	ENSMUSG00000082947	Gm12587
4551	ENSMUSG00000093817	Gm2101
4552	ENSMUSG00000097011	Gm4651
4553	ENSMUSG00000082831	Gm12591
4554	ENSMUSG00000034330	Plcg2
4555	ENSMUSG00000086789	Gm12228
4556	ENSMUSG00000097635	Gm26826
4557	ENSMUSG00000025815	Dhtkd1
4558	ENSMUSG00000056144	Trim34a
4559	ENSMUSG00000097114	Gm26728
4560	ENSMUSG00000082180	Gm12230
4561	ENSMUSG00000097596	Gm26673
4562	ENSMUSG00000072487	Mroh5
4563	ENSMUSG00000094424	Gm7386
4564	ENSMUSG00000044751	Gm12231
4565	ENSMUSG00000097525	Gm26845
4566	ENSMUSG00000034709	Ppp1r21
4567	ENSMUSG00000044937	BC030307
4568	ENSMUSG00000059883	Irak4
4569	ENSMUSG00000097166	9330179D12Rik
4570	ENSMUSG00000080738	Mup-ps22
4571	ENSMUSG00000060843	Ctnna3
4572	ENSMUSG00000034783	Cd207
4573	ENSMUSG00000038891	Prl3b1
4574	ENSMUSG00000085534	Gm2117
4575	ENSMUSG00000097253	Gm26770
4576	ENSMUSG00000085531	Gm12233
4577	ENSMUSG00000006273	Atp6v1b2
4578	ENSMUSG00000096931	Gm26656
4579	ENSMUSG00000097354	2310001H17Rik
4580	ENSMUSG00000034786	Gpsm3
4581	ENSMUSG00000097675	1700101I11Rik
4582	ENSMUSG00000097496	Gm26653
4583	ENSMUSG00000029283	Cdc7
4584	ENSMUSG00000097419	Gm26666
4585	ENSMUSG00000056553	Ptprn2
4586	ENSMUSG00000027102	Hoxd8
4587	ENSMUSG00000046101	Mcmdc2
4588	ENSMUSG00000097444	Gm10489
4589	ENSMUSG00000097824	Gm26593
4590	ENSMUSG00000029086	Prom1
4591	ENSMUSG00000097037	Gm26818
4592	ENSMUSG00000083128	Gm12723
4593	ENSMUSG00000097468	2310010G23Rik
4594	ENSMUSG00000034308	Sdr42e1
4595	ENSMUSG00000002006	Pdzd4
4596	ENSMUSG00000081973	Gm13600
4597	ENSMUSG00000097197	9530027J09Rik
4598	ENSMUSG00000021396	Nxnl2
4599	ENSMUSG00000083063	Gm14882
4600	ENSMUSG00000097288	Gm2155
4601	ENSMUSG00000082061	Gm12726
4602	ENSMUSG00000096946	Gm10474
4603	ENSMUSG00000060441	Trim5
4604	ENSMUSG00000082218	Gm13602
4605	ENSMUSG00000022770	Dlg1
4606	ENSMUSG00000020657	Dnajc27
4607	ENSMUSG00000091383	Hist1h2al
4608	ENSMUSG00000090715	Vmn1r167
4609	ENSMUSG00000096919	Gm26775
4610	ENSMUSG00000024231	Cul2
4611	ENSMUSG00000097340	Gm26617
4612	ENSMUSG00000084980	4921508A21Rik
4613	ENSMUSG00000067586	S1pr3
4614	ENSMUSG00000074291	Vmn1r168
4615	ENSMUSG00000096978	Gm26851
4616	ENSMUSG00000085790	Gm12729
4617	ENSMUSG00000082257	Gm12234
4618	ENSMUSG00000025580	Eif4a3
4619	ENSMUSG00000022894	Adamts5
4620	ENSMUSG00000031844	Hsd17b2
4621	ENSMUSG00000040170	Fmo2
4622	ENSMUSG00000035456	Prdm8
4623	ENSMUSG00000081107	Gm12235
4624	ENSMUSG00000097141	Gm10524
4625	ENSMUSG00000094602	Vmn1r169
4626	ENSMUSG00000087342	Gm12238
4627	ENSMUSG00000097738	4930445N18Rik
4628	ENSMUSG00000086908	Gm13598
4629	ENSMUSG00000034673	Pbx2
4630	ENSMUSG00000094187	Vmn1r170
4631	ENSMUSG00000043241	Upf2
4632	ENSMUSG00000021448	Shc3
4633	ENSMUSG00000097746	Gm6225
4634	ENSMUSG00000027365	Trpm7
4635	ENSMUSG00000031843	Mphosph6
4636	ENSMUSG00000059534	Uqcr10
4637	ENSMUSG00000029337	Fgf5
4638	ENSMUSG00000097641	Gm26865
4639	ENSMUSG00000062483	Vmn1r171
4640	ENSMUSG00000027865	Gdap2
4641	ENSMUSG00000097043	Gm10556
4642	ENSMUSG00000028333	Anp32b
4643	ENSMUSG00000075314	Gm1322
4644	ENSMUSG00000040383	Aqr
4645	ENSMUSG00000029625	Cpsf4
4646	ENSMUSG00000028426	Rad23b
4647	ENSMUSG00000029060	Mib2
4648	ENSMUSG00000082768	Gm12727
4649	ENSMUSG00000066258	Trim12a
4650	ENSMUSG00000028245	Nsmaf
4651	ENSMUSG00000079277	Hoxd3
4652	ENSMUSG00000097888	Gm26682
4653	ENSMUSG00000073738	Gm10567
4654	ENSMUSG00000035523	Vmn1r172
4655	ENSMUSG00000097387	4930563E18Rik
4656	ENSMUSG00000057816	1700007G11Rik
4657	ENSMUSG00000044442	N6amt1
4658	ENSMUSG00000097222	1010001N08Rik
4659	ENSMUSG00000087043	Gm13599
4660	ENSMUSG00000034471	Caskin2
4661	ENSMUSG00000029513	Prkab1
4662	ENSMUSG00000031841	Cdh13
4663	ENSMUSG00000079416	Gm11111
4664	ENSMUSG00000074289	Vmn1r173
4665	ENSMUSG00000009076	Zmat5
4666	ENSMUSG00000097440	Gm6277
4667	ENSMUSG00000087467	Gm13601
4668	ENSMUSG00000087115	Gm12360
4669	ENSMUSG00000067101	1700010H22Rik
4670	ENSMUSG00000090411	Vmn1r174
4671	ENSMUSG00000096934	Gm26658
4672	ENSMUSG00000097748	Gm26533
4673	ENSMUSG00000085253	Gm16833
4674	ENSMUSG00000095632	Vmn1r175
4675	ENSMUSG00000096926	Gm26823
4676	ENSMUSG00000029335	Bmp3
4677	ENSMUSG00000026816	Gtf3c5
4678	ENSMUSG00000097363	Gm26717
4679	ENSMUSG00000097067	Gm26743
4680	ENSMUSG00000096859	Vmn1r176
4681	ENSMUSG00000021461	Fancc
4682	ENSMUSG00000097413	A830052D11Rik
4683	ENSMUSG00000031446	Cul4a
4684	ENSMUSG00000097553	4930455D15Rik
4685	ENSMUSG00000086460	Gm12236
4686	ENSMUSG00000095576	Fmo6
4687	ENSMUSG00000057513	Vmn1r177
4688	ENSMUSG00000083363	Gm12237
4689	ENSMUSG00000097710	2310026I22Rik
4690	ENSMUSG00000029182	1700001C02Rik
4691	ENSMUSG00000086020	Gm12239
4692	ENSMUSG00000062598	Vmn1r178
4693	ENSMUSG00000045319	Proser2
4694	ENSMUSG00000097755	2010110K18Rik
4695	ENSMUSG00000097507	Gm26538
4696	ENSMUSG00000046924	Vmn1r179
4697	ENSMUSG00000097769	Snhg4
4698	ENSMUSG00000067148	Polr1c
4699	ENSMUSG00000036306	Lzts1
4700	ENSMUSG00000066724	Gm10175
4701	ENSMUSG00000073245	Gm14819
4702	ENSMUSG00000025916	Ppp1r42
4703	ENSMUSG00000097430	Gm10544
4704	ENSMUSG00000009075	Cabp7
4705	ENSMUSG00000092473	Vmn1r180
4706	ENSMUSG00000090215	Trim34b
4707	ENSMUSG00000026691	Fmo3
4708	ENSMUSG00000097330	Gm26672
4709	ENSMUSG00000057946	Vmn1r181
4710	ENSMUSG00000029334	Prkg2
4711	ENSMUSG00000097080	1700086O06Rik
4712	ENSMUSG00000092456	V1rd19
4713	ENSMUSG00000075486	Commd6
4714	ENSMUSG00000031391	L1cam
4715	ENSMUSG00000020654	Adcy3
4716	ENSMUSG00000061601	Pclo
4717	ENSMUSG00000039063	Echdc3
4718	ENSMUSG00000019232	Etnppl
4719	ENSMUSG00000097610	A930012L18Rik
4720	ENSMUSG00000066723	Vmn1r183
4721	ENSMUSG00000054362	BC055111
4722	ENSMUSG00000003032	Klf4
4723	ENSMUSG00000039488	Cntn5
4724	ENSMUSG00000096982	Redrum
4725	ENSMUSG00000057101	Zfp180
4726	ENSMUSG00000057143	Trim12c
4727	ENSMUSG00000097707	Gm26742
4728	ENSMUSG00000096948	Gm4221
4729	ENSMUSG00000096528	G430049J08Rik
4730	ENSMUSG00000022111	Uchl3
4731	ENSMUSG00000024232	Bambi
4732	ENSMUSG00000097618	Gm26507
4733	ENSMUSG00000038291	Snx25
4734	ENSMUSG00000097907	Raxos1
4735	ENSMUSG00000081189	Gm12725
4736	ENSMUSG00000097835	Gm26910
4737	ENSMUSG00000086249	Gm12724
4738	ENSMUSG00000097712	Gm10532
4739	ENSMUSG00000024233	Lyzl1
4740	ENSMUSG00000082958	Gm12731
4741	ENSMUSG00000097666	A330094K24Rik
4742	ENSMUSG00000087051	Gm12730
4743	ENSMUSG00000053194	Cib4
4744	ENSMUSG00000059897	Zfp930
4745	ENSMUSG00000097321	1700028E10Rik
4746	ENSMUSG00000052299	Ltn1
4747	ENSMUSG00000031839	Hsbp1
4748	ENSMUSG00000062248	Cks2
4749	ENSMUSG00000082939	Gm14881
4750	ENSMUSG00000052675	Zfp112
4751	ENSMUSG00000079038	D130040H23Rik
4752	ENSMUSG00000097554	Gm26825
4753	ENSMUSG00000082987	Rps13-ps6
4754	ENSMUSG00000073876	Gm13305
4755	ENSMUSG00000057924	Gm10033
4756	ENSMUSG00000097279	Gm5106
4757	ENSMUSG00000081293	Gm11673
4758	ENSMUSG00000071083	Gm10311
4759	ENSMUSG00000071074	Yipf3
4760	ENSMUSG00000080711	Gm11686
4761	ENSMUSG00000096936	Gm3510
4762	ENSMUSG00000071890	Mroh9
4763	ENSMUSG00000039046	Usp6nl
4764	ENSMUSG00000074064	Mlycd
4765	ENSMUSG00000094204	Gm21915
4766	ENSMUSG00000086384	Gm12357
4767	ENSMUSG00000097626	4921504A21Rik
4768	ENSMUSG00000052417	Olfr720
4769	ENSMUSG00000052749	Trim30b
4770	ENSMUSG00000025917	Cops5
4771	ENSMUSG00000053821	Gm9922
4772	ENSMUSG00000055373	Fut9
4773	ENSMUSG00000024235	Map3k8
4774	ENSMUSG00000082480	Gm11687
4775	ENSMUSG00000097207	6030443J06Rik
4776	ENSMUSG00000060427	Zfp868
4777	ENSMUSG00000082826	Gm6097
4778	ENSMUSG00000047603	Zfp235
4779	ENSMUSG00000072707	Olfr31
4780	ENSMUSG00000048304	Slitrk3
4781	ENSMUSG00000091421	Gm4202
4782	ENSMUSG00000074758	Gm5535
4783	ENSMUSG00000062933	Gm10123
4784	ENSMUSG00000032024	Clmp
4785	ENSMUSG00000085933	Tmem61
4786	ENSMUSG00000025451	Paip1
4787	ENSMUSG00000085127	4930444E06Rik
4788	ENSMUSG00000081977	Flg
4789	ENSMUSG00000068758	Il3ra
4790	ENSMUSG00000068962	Zfp114
4791	ENSMUSG00000083910	Gm13604
4792	ENSMUSG00000097180	2700038G22Rik
4793	ENSMUSG00000082436	Gm11688
4794	ENSMUSG00000042448	Hoxd1
4795	ENSMUSG00000091764	Zfp964
4796	ENSMUSG00000084837	1700108N11Rik
4797	ENSMUSG00000097275	Gm26648
4798	ENSMUSG00000091576	Trim30b
4799	ENSMUSG00000046997	Spsb4
4800	ENSMUSG00000097236	4831440E17Rik
4801	ENSMUSG00000027792	Bche
4802	ENSMUSG00000081450	Gm11700
4803	ENSMUSG00000054648	Zfp869
4804	ENSMUSG00000081640	Rplp0-ps1
4805	ENSMUSG00000097673	Gm26608
4806	ENSMUSG00000082313	Gm11701
4807	ENSMUSG00000057829	Gm5278
4808	ENSMUSG00000074063	Osgin1
4809	ENSMUSG00000078616	Trim30c
4810	ENSMUSG00000080841	Gm14880
4811	ENSMUSG00000089826	Gm16560
4812	ENSMUSG00000025400	Tac2
4813	ENSMUSG00000090111	Gm16584
4814	ENSMUSG00000092260	Zfp963
4815	ENSMUSG00000082630	Gm14834
4816	ENSMUSG00000097726	9530036O11Rik
4817	ENSMUSG00000089689	Gm4982
4818	ENSMUSG00000079083	Jrkl
4819	ENSMUSG00000089893	Gm9141
4820	ENSMUSG00000014453	Blk
4821	ENSMUSG00000080898	Gm14836
4822	ENSMUSG00000089891	Gm16561
4823	ENSMUSG00000091954	Gm17179
4824	ENSMUSG00000086172	2700068H02Rik
4825	ENSMUSG00000087598	Zfp111
4826	ENSMUSG00000080939	Gm9208
4827	ENSMUSG00000092544	Gm20422
4828	ENSMUSG00000034777	Vax2
4829	ENSMUSG00000081537	Gm15235
4830	ENSMUSG00000085023	Gm12744
4831	ENSMUSG00000097453	Gm26894
4832	ENSMUSG00000030921	Trim30a
4833	ENSMUSG00000033855	Ston1
4834	ENSMUSG00000079084	Ccdc82
4835	ENSMUSG00000081110	Gm12745
4836	ENSMUSG00000097561	4632411P08Rik
4837	ENSMUSG00000097271	Gm9903
4838	ENSMUSG00000071537	Klrg2
4839	ENSMUSG00000043090	Zfp866
4840	ENSMUSG00000097686	Gm26647
4841	ENSMUSG00000027099	Mtx2
4842	ENSMUSG00000024234	Mtpap
4843	ENSMUSG00000097029	Gm26560
4844	ENSMUSG00000062896	Rpl31-ps11
4845	ENSMUSG00000030247	Kcnj8
4846	ENSMUSG00000072962	Gm16401
4847	ENSMUSG00000084169	Gm12240
4848	ENSMUSG00000074283	Zfp109
4849	ENSMUSG00000085250	Gm15234
4850	ENSMUSG00000081299	Gm13603
4851	ENSMUSG00000083674	Zfp133-ps
4852	ENSMUSG00000097825	9630001P10Rik
4853	ENSMUSG00000038594	Cep85l
4854	ENSMUSG00000081749	Gm12241
4855	ENSMUSG00000081257	Gm13607
4856	ENSMUSG00000022451	Twf1
4857	ENSMUSG00000081899	Gm13606
4858	ENSMUSG00000026586	Prrx1
4859	ENSMUSG00000006269	Atp6v1b1
4860	ENSMUSG00000082476	Gm12242
4861	ENSMUSG00000079598	Clec2l
4862	ENSMUSG00000085182	Gm13596
4863	ENSMUSG00000097145	9230114K14Rik
4864	ENSMUSG00000074479	Gm10704
4865	ENSMUSG00000038583	Pln
4866	ENSMUSG00000075312	Gm13597
4867	ENSMUSG00000016619	Nup50
4868	ENSMUSG00000034919	Ttc22
4869	ENSMUSG00000082836	Gm13612
4870	ENSMUSG00000046985	Tapt1
4871	ENSMUSG00000031802	Phxr4
4872	ENSMUSG00000030486	Zfp108
4873	ENSMUSG00000033960	9430020K01Rik
4874	ENSMUSG00000097216	4932441J04Rik
4875	ENSMUSG00000041355	Ssr2
4876	ENSMUSG00000085006	BC021767
4877	ENSMUSG00000056366	Fabp3-ps1
4878	ENSMUSG00000090592	Gm17571
4879	ENSMUSG00000031862	Atp13a1
4880	ENSMUSG00000038883	Prl3a1
4881	ENSMUSG00000097092	Gm26725
4882	ENSMUSG00000044617	Zbtb39
4883	ENSMUSG00000035139	Secisbp2
4884	ENSMUSG00000097840	Gm26756
4885	ENSMUSG00000056219	Gm5423
4886	ENSMUSG00000054027	Nt5dc3
4887	ENSMUSG00000097479	Gm26582
4888	ENSMUSG00000032449	Slc25a36
4889	ENSMUSG00000071073	Lrrc73
4890	ENSMUSG00000001558	Klhl10
4891	ENSMUSG00000057596	Trim30d
4892	ENSMUSG00000058396	Gpr182
4893	ENSMUSG00000097135	4932430I15Rik
4894	ENSMUSG00000055305	Zfp93
4895	ENSMUSG00000009073	Nf2
4896	ENSMUSG00000041846	Smek1
4897	ENSMUSG00000070980	Actl7b
4898	ENSMUSG00000091809	Olfr721-ps1
4899	ENSMUSG00000097516	4930467D21Rik
4900	ENSMUSG00000041992	Rapgef5
4901	ENSMUSG00000020472	Zkscan17
4902	ENSMUSG00000024154	Gtf2a1l
4903	ENSMUSG00000096930	Gm26657
4904	ENSMUSG00000089789	Rdh1
4905	ENSMUSG00000036046	5031439G07Rik
4906	ENSMUSG00000039706	Ldb2
4907	ENSMUSG00000040520	Manea
4908	ENSMUSG00000040945	Rcc2
4909	ENSMUSG00000015656	Hspa8
4910	ENSMUSG00000097772	5430416N02Rik
4911	ENSMUSG00000031925	Maml2
4912	ENSMUSG00000070979	Actl7a
4913	ENSMUSG00000048732	Klhl11
4914	ENSMUSG00000073928	Olfr651
4915	ENSMUSG00000097481	D330020A13Rik
4916	ENSMUSG00000040124	Gorab
4917	ENSMUSG00000058298	Mcm9
4918	ENSMUSG00000097877	Gm26703
4919	ENSMUSG00000033060	Lmo7
4920	ENSMUSG00000086819	Gm13613
4921	ENSMUSG00000073927	Olfr652
4922	ENSMUSG00000031837	Necab2
4923	ENSMUSG00000097392	D930016D06Rik
4924	ENSMUSG00000081131	Gm14833
4925	ENSMUSG00000084306	Gm11743
4926	ENSMUSG00000086940	Gm12746
4927	ENSMUSG00000083592	Gm13614
4928	ENSMUSG00000097237	Gm26519
4929	ENSMUSG00000073926	Olfr653
4930	ENSMUSG00000082345	Gm13622
4931	ENSMUSG00000062561	Gm10118
4932	ENSMUSG00000082858	Gm11746
4933	ENSMUSG00000080758	Gm5392
4934	ENSMUSG00000056148	Rdh9
4935	ENSMUSG00000097035	Gm26692
4936	ENSMUSG00000083007	Gm13623
4937	ENSMUSG00000087158	Gm14093
4938	ENSMUSG00000082172	Gm14835
4939	ENSMUSG00000097489	Gm26808
4940	ENSMUSG00000081857	Gm13624
4941	ENSMUSG00000086028	Gm12243
4942	ENSMUSG00000073925	Olfr654
4943	ENSMUSG00000089902	Gm13625
4944	ENSMUSG00000084178	Gm11759
4945	ENSMUSG00000097863	1010001B22Rik
4946	ENSMUSG00000050605	Zfp61
4947	ENSMUSG00000085719	4933424L21Rik
4948	ENSMUSG00000085735	4930550G17Rik
4949	ENSMUSG00000021733	Slc4a7
4950	ENSMUSG00000055700	4933401B06Rik
4951	ENSMUSG00000097367	Gm26718
4952	ENSMUSG00000041084	Ostc
4953	ENSMUSG00000051182	Olfr655
4954	ENSMUSG00000086132	Gm13631
4955	ENSMUSG00000042846	Lrrtm3
4956	ENSMUSG00000069259	Prl6a1
4957	ENSMUSG00000040113	Mettl11b
4958	ENSMUSG00000097904	Gm26711
4959	ENSMUSG00000097152	Gm26515
4960	ENSMUSG00000073924	Olfr656
4961	ENSMUSG00000054360	Bsx
4962	ENSMUSG00000044441	Olfr1442
4963	ENSMUSG00000097163	BC051077
4964	ENSMUSG00000012296	Tjap1
4965	ENSMUSG00000073923	Olfr657
4966	ENSMUSG00000085581	Gm12786
4967	ENSMUSG00000045030	Olfr1443
4968	ENSMUSG00000097368	Gm10390
4969	ENSMUSG00000038690	Atp5j2
4970	ENSMUSG00000028334	Nans
4971	ENSMUSG00000097213	Gm26745
4972	ENSMUSG00000062496	4930431F12Rik
4973	ENSMUSG00000070421	Olfr658
4974	ENSMUSG00000024107	Lhcgr
4975	ENSMUSG00000079278	Tmem233
4976	ENSMUSG00000029092	4930435H24Rik
4977	ENSMUSG00000097908	4933404O12Rik
4978	ENSMUSG00000043572	Pars2
4979	ENSMUSG00000047965	Rpl9-ps7
4980	ENSMUSG00000073922	Olfr659
4981	ENSMUSG00000040935	Padi6
4982	ENSMUSG00000018259	Prl8a2
4983	ENSMUSG00000097559	D430018E03Rik
4984	ENSMUSG00000013483	Card14
4985	ENSMUSG00000086933	4933426K07Rik
4986	ENSMUSG00000087264	1500002O10Rik
4987	ENSMUSG00000073920	Olfr661
4988	ENSMUSG00000014747	Ankrd53
4989	ENSMUSG00000097287	D130017N08Rik
4990	ENSMUSG00000030177	Ccdc77
4991	ENSMUSG00000087165	2010001A14Rik
4992	ENSMUSG00000094089	Rpl7a-ps10
4993	ENSMUSG00000074282	Zfp94
4994	ENSMUSG00000043073	Usp17le
4995	ENSMUSG00000024694	Keg1
4996	ENSMUSG00000097228	Gm26597
4997	ENSMUSG00000019857	Asf1a
4998	ENSMUSG00000084223	Gm12244
4999	ENSMUSG00000097191	5730422E09Rik
5000	ENSMUSG00000032937	Fshr
5001	ENSMUSG00000047459	Dynlrb1
5002	ENSMUSG00000083657	Gm12245
5003	ENSMUSG00000096922	Gm17308
5004	ENSMUSG00000086515	Gm16292
5005	ENSMUSG00000061436	Hipk2
5006	ENSMUSG00000014748	Tex261
5007	ENSMUSG00000086666	Gm12249
5008	ENSMUSG00000097804	Gm16685
5009	ENSMUSG00000086699	Gm16510
5010	ENSMUSG00000062369	Usp17lb
5011	ENSMUSG00000079415	Cntf
5012	ENSMUSG00000055826	Tescl
5013	ENSMUSG00000047428	Dlk2
5014	ENSMUSG00000097365	C030034L19Rik
5015	ENSMUSG00000086962	Gm12248
5016	ENSMUSG00000032023	4931429I11Rik
5017	ENSMUSG00000066878	Gm10184
